in_id,out_id,year,hour,speed,flow
2005,2007,2020/5/9,12,87.8983684,19
2005,2007,2020/5/9,13,89.1534615,13
2005,2007,2020/5/9,14,75.1418077,26
2005,2007,2020/5/9,15,81.375381,21
2005,2007,2020/5/9,16,91.1044444,18
2005,2007,2020/5/9,17,76.4537667,30
2005,2007,2020/5/9,18,79.92891180000001,34
2005,2007,2020/5/9,19,87.2373182,22
2005,2007,2020/5/9,20,81.3862857,14
2005,2007,2020/5/9,21,88.51799999999999,4
2005,2007,2020/5/9,22,87.40766670000001,3
2005,2007,2020/5/9,23,101.196,1
2005,2007,2020/5/10,2,39.4475,2
2005,2007,2020/5/10,3,90.26,1
2005,2007,2020/5/10,5,84.6345,2
2005,2007,2020/5/10,6,75.7872609,23
2005,2007,2020/5/10,7,74.68321740000002,46
2005,2007,2020/5/10,8,86.9707895,19
2005,2007,2020/5/10,9,71.1018261,23
2005,2007,2020/5/10,10,74.11679409999999,34
2005,2007,2020/5/10,11,86.2248235,17
2005,2007,2020/5/10,12,76.2877857,14
2005,2007,2020/5/10,13,83.0232,15
2005,2007,2020/5/10,14,84.3584348,23
2005,2007,2020/5/10,15,79.82176,25
2005,2007,2020/5/10,16,82.7921875,32
2005,2007,2020/5/10,17,82.34975,32
2005,2007,2020/5/10,18,83.2145238,21
2005,2007,2020/5/10,19,87.89753329999999,15
2005,2007,2020/5/10,20,84.2986667,18
2005,2007,2020/5/10,21,86.48875,12
2005,2007,2020/5/10,22,81.6235,6
2005,2007,2020/5/10,23,70.83800000000001,2
2005,2007,2020/5/11,0,97.698,1
2005,2007,2020/5/11,2,90.07,1
2005,2007,2020/5/11,5,69.6692,5
2005,2007,2020/5/11,6,81.2878649,37
2005,2007,2020/5/11,7,82.0756812,69
2005,2007,2020/5/11,8,81.1996744,43
2005,2007,2020/5/11,9,81.7703913,23
2005,2007,2020/5/11,10,83.85975,12
2005,2007,2020/5/11,11,81.11,12
2005,2007,2020/5/11,12,67.02611110000001,9
2005,2007,2020/5/11,13,83.2425625,16
2005,2007,2020/5/11,14,81.5993103,29
2005,2007,2020/5/11,15,76.0601875,16
2005,2007,2020/5/11,16,85.86085,20
2005,2007,2020/5/11,17,85.5234483,29
2005,2007,2020/5/11,18,90.24325809999999,31
2005,2007,2020/5/11,19,89.57464709999999,17
2005,2007,2020/5/11,20,78.7703571,14
2005,2007,2020/5/11,21,92.1635,6
2005,2007,2020/5/11,22,94.77799999999999,6
2005,2007,2020/5/11,23,89.6475,2
2005,2007,2020/5/12,0,92.96700000000001,1
2005,2007,2020/5/12,1,74.627,1
2005,2007,2020/5/12,2,85.348,1
2005,2007,2020/5/12,4,95.87799999999999,1
2005,2007,2020/5/12,5,48.8723333,3
2005,2007,2020/5/12,6,80.2187097,31
2005,2007,2020/5/12,7,89.0946552,58
2005,2007,2020/5/12,8,83.9489706,34
2005,2007,2020/5/12,9,81.9137714,35
2005,2007,2020/5/12,10,81.48457890000002,19
2005,2007,2020/5/12,11,80.62485,20
2005,2007,2020/5/12,12,81.6607143,14
2005,2007,2020/5/12,13,76.1112308,26
2005,2007,2020/5/12,14,85.36325,20
2005,2007,2020/5/12,15,75.4443571,14
2005,2007,2020/5/12,16,77.6870952,21
2005,2007,2020/5/12,17,84.4355833,24
2005,2007,2020/5/12,18,85.9071795,39
2005,2007,2020/5/12,19,86.5341667,24
2005,2007,2020/5/12,20,87.08,16
2005,2007,2020/5/12,21,70.644125,8
2005,2007,2020/5/12,22,84.257,4
2005,2007,2020/5/12,23,85.42399999999999,6
2005,2007,2020/5/13,0,65.11225,4
2005,2007,2020/5/13,1,86.788,1
2005,2007,2020/5/13,2,4.9663333,3
2005,2007,2020/5/13,5,63.1665,2
2005,2007,2020/5/13,6,82.9351379,29
2005,2007,2020/5/13,7,87.3955469,64
2005,2007,2020/5/13,8,87.0718696,46
2005,2007,2020/5/13,9,85.3891739,23
2005,2007,2020/5/13,10,85.67625,24
2005,2007,2020/5/13,11,82.6169286,14
2005,2007,2020/5/13,12,78.0132333,30
2005,2007,2020/5/13,13,84.3039167,24
2005,2007,2020/5/13,14,85.346,18
2005,2007,2020/5/13,15,87.8648421,19
2005,2007,2020/5/13,16,84.66590479999999,21
2005,2007,2020/5/13,17,86.3599677,31
2005,2007,2020/5/13,18,84.36557579999999,33
2005,2007,2020/5/13,19,77.7705,18
2005,2007,2020/5/13,20,76.8246429,14
2005,2007,2020/5/13,21,87.7348,10
2005,2007,2020/5/13,22,88.014375,8
2005,2007,2020/5/13,23,90.78825,4
2005,2007,2020/5/14,4,65.959,1
2005,2007,2020/5/14,5,72.66,2
2005,2007,2020/5/14,6,84.68961290000001,31
2005,2007,2020/5/14,7,85.5734861,72
2005,2007,2020/5/14,8,87.8802857,35
2005,2007,2020/5/14,9,80.5191154,26
2005,2007,2020/5/14,10,83.3514167,24
2005,2007,2020/5/14,11,76.9525556,18
2005,2007,2020/5/14,12,78.6011429,21
2005,2007,2020/5/14,13,80.5129167,12
2005,2007,2020/5/14,14,81.0072727,22
2005,2007,2020/5/14,15,80.423381,21
2005,2007,2020/5/14,16,80.9592353,17
2005,2007,2020/5/14,17,82.7213571,28
2005,2007,2020/5/14,18,84.1284722,36
2005,2007,2020/5/14,19,86.1284583,24
2005,2007,2020/5/14,20,81.97616670000001,12
2005,2007,2020/5/14,21,79.03622220000001,9
2005,2007,2020/5/14,22,88.3056,5
2005,2007,2020/5/14,23,61.53325,4
2005,2007,2020/5/15,1,86.6895,2
2005,2007,2020/5/15,4,36.997,2
2005,2007,2020/5/15,5,75.833,3
2005,2007,2020/5/15,6,72.38521429999999,28
2005,2007,2020/5/15,7,86.48024620000001,65
2005,2007,2020/5/15,8,86.4784762,42
2005,2007,2020/5/15,9,83.3566111,18
2005,2007,2020/5/15,10,78.4453077,26
2005,2007,2020/5/15,11,79.03659090000001,22
2005,2007,2020/5/15,12,75.71168420000001,19
2005,2007,2020/5/15,13,79.4556429,14
2005,2007,2020/5/15,14,80.13081820000001,22
2005,2007,2020/5/15,15,76.7129333,15
2005,2007,2020/5/15,17,85.32361540000001,13
2005,2007,2020/5/15,20,86.633625,16
2005,2007,2020/5/15,21,79.7624,5
2005,2007,2020/5/15,22,80.2146667,6
2005,2007,2020/5/15,23,78.475,1
2005,2007,2020/5/16,0,96.272,1
2005,2007,2020/5/16,5,81.3135,2
2005,2007,2020/5/16,6,78.90779309999999,29
2005,2007,2020/5/16,7,84.67214809999999,27
2005,2007,2020/5/16,8,88.5060882,34
2005,2007,2020/5/16,9,88.8334783,23
2005,2007,2020/5/16,10,80.718,22
2005,2007,2020/5/16,11,78.3454375,16
2005,2007,2020/5/16,12,82.66775,16
2005,2007,2020/5/16,13,79.48255999999999,25
2005,2007,2020/5/16,14,90.5121053,19
2005,2007,2020/5/16,15,82.10858329999999,24
2005,2007,2020/5/16,16,86.5518333,18
2005,2007,2020/5/16,17,82.56385709999999,14
2005,2007,2020/5/16,18,91.47615379999999,13
2005,2007,2020/5/16,19,82.6682,15
2005,2007,2020/5/16,20,84.18511109999999,9
2005,2007,2020/5/16,21,84.2862308,13
2005,2007,2020/5/16,22,85.8533333,6
2005,2007,2020/5/16,23,91.9685,2
2005,2007,2020/5/17,0,81.13675,4
2005,2007,2020/5/17,1,84.258,1
2005,2007,2020/5/17,4,76.435,2
2005,2007,2020/5/17,5,76.854,4
2005,2007,2020/5/17,6,79.706,26
2005,2007,2020/5/17,7,90.36053129999999,32
2005,2007,2020/5/17,8,90.0249231,26
2005,2007,2020/5/17,9,80.8355,14
2005,2007,2020/5/17,10,79.2148235,17
2005,2007,2020/5/17,11,81.366,11
2005,2007,2020/5/17,12,72.1795714,21
2005,2007,2020/5/17,13,77.99778570000001,14
2005,2007,2020/5/17,14,78.29963640000001,22
2005,2007,2020/5/17,15,83.1678667,15
2005,2007,2020/5/17,16,83.209913,23
2005,2007,2020/5/17,17,82.9536897,29
2005,2007,2020/5/17,18,77.7574118,17
2005,2007,2020/5/17,19,89.64255,20
2005,2007,2020/5/17,20,79.9335385,13
2005,2007,2020/5/17,21,84.6494375,16
2005,2007,2020/5/17,22,63.131,5
2005,2007,2020/5/18,0,84.27600000000001,2
2005,2007,2020/5/18,1,65.991,2
2005,2007,2020/5/18,3,64.666,1
2005,2007,2020/5/18,5,82.31700000000001,1
2005,2007,2020/5/18,6,85.64588570000001,35
2005,2007,2020/5/18,7,75.8499818,55
2005,2007,2020/5/18,8,74.2823333,48
2005,2007,2020/5/18,9,68.8687407,27
2005,2007,2020/5/18,10,59.84777270000001,22
2005,2007,2020/5/18,11,73.9009286,14
2005,2007,2020/5/18,12,78.7205,22
2005,2007,2020/5/18,13,74.5959375,16
2005,2007,2020/5/18,14,86.1371333,15
2005,2007,2020/5/18,15,88.22,15
2005,2007,2020/5/18,16,88.9395,26
2005,2007,2020/5/18,17,90.2581304,23
2005,2007,2020/5/18,18,87.0309714,35
2005,2007,2020/5/18,19,92.9254667,15
2005,2007,2020/5/18,20,82.0918571,14
2005,2007,2020/5/18,21,86.4048571,7
2005,2007,2020/5/18,22,77.6153333,3
2005,2007,2020/5/18,23,73.27075,4
2005,2007,2020/5/19,1,85.94366670000001,3
2005,2007,2020/5/19,2,67.748,1
2005,2007,2020/5/19,3,92.499,1
2005,2007,2020/5/19,5,72.4926,5
2005,2007,2020/5/19,6,82.53003129999999,32
2005,2007,2020/5/19,7,85.94050909999999,55
2005,2007,2020/5/19,8,86.42592309999999,52
2005,2007,2020/5/19,9,86.55965379999999,26
2005,2007,2020/5/19,10,82.30754549999999,22
2005,2007,2020/5/19,11,81.84645450000001,11
2005,2007,2020/5/19,12,77.89647059999999,17
2005,2007,2020/5/19,13,85.30666670000001,18
2005,2007,2020/5/19,14,87.8519375,16
2005,2007,2020/5/19,15,86.3240667,15
2005,2007,2020/5/19,16,87.5054667,15
2005,2007,2020/5/19,17,85.90068000000001,25
2005,2007,2020/5/19,18,84.4430571,35
2005,2007,2020/5/19,19,87.68780770000001,26
2005,2007,2020/5/19,20,83.6641667,12
2005,2007,2020/5/19,21,82.2196429,14
2005,2007,2020/5/19,22,99.9296667,3
2005,2007,2020/5/19,23,94.21925,4
2005,2007,2020/5/20,0,111.311,1
2005,2007,2020/5/20,2,87.8545,2
2005,2007,2020/5/20,4,72.117,1
2005,2007,2020/5/20,5,62.7066667,3
2005,2007,2020/5/20,6,79.40413509999999,37
2005,2007,2020/5/20,7,70.1744595,37
2005,2007,2020/5/20,8,54.0668333,24
2005,2007,2020/5/20,9,82.2256,20
2005,2007,2020/5/20,10,83.67365629999999,32
2005,2007,2020/5/20,11,85.7259412,17
2005,2007,2020/5/20,12,80.52445,20
2005,2007,2020/5/20,13,67.7062632,19
2005,2007,2020/5/20,14,57.6995,18
2005,2007,2020/5/20,15,48.523999999999994,16
2005,2007,2020/5/20,16,38.6185,14
2005,2007,2020/5/20,17,23.605764699999998,17
2005,2007,2020/5/20,18,13.5992,5
2005,2007,2020/5/20,19,68.744,1
2005,2007,2020/5/20,22,91.9746,5
2005,2007,2020/5/20,23,86.85875,4
2005,2007,2020/5/21,0,74.866,1
2005,2007,2020/5/21,1,111.023,1
2005,2007,2020/5/21,2,67.83800000000001,1
2005,2007,2020/5/21,5,73.819,5
2005,2007,2020/5/21,6,83.7347692,39
2005,2007,2020/5/21,7,85.3047632,38
2005,2007,2020/5/21,8,85.3408718,39
2005,2007,2020/5/21,9,84.92484209999999,19
2005,2007,2020/5/21,10,87.62825,20
2005,2007,2020/5/21,11,85.7473,10
2005,2007,2020/5/21,12,81.06028570000001,7
2005,2007,2020/5/21,13,77.55904759999999,21
2005,2007,2020/5/21,14,80.3053077,13
2005,2007,2020/5/21,15,79.14268,25
2005,2007,2020/5/21,16,81.2177,20
2005,2007,2020/5/21,17,86.0994074,27
2005,2007,2020/5/21,18,70.9404412,34
2005,2007,2020/5/21,19,90.2535238,21
2005,2007,2020/5/21,20,81.1115,12
2005,2007,2020/5/21,21,83.69188890000001,9
2005,2007,2020/5/21,22,85.46675,4
2005,2007,2020/5/21,23,91.7353333,3
2005,2007,2020/5/22,0,49.899666700000004,3
2005,2007,2020/5/22,1,4.001,1
2005,2007,2020/5/22,2,69.78,3
2005,2007,2020/5/22,5,70.748,1
2005,2007,2020/5/22,6,83.759625,32
2005,2007,2020/5/22,7,82.879098,51
2005,2007,2020/5/22,8,82.109087,46
2005,2007,2020/5/22,9,86.836619,21
2005,2007,2020/5/22,10,76.4862273,22
2005,2007,2020/5/22,11,74.64882349999999,17
2005,2007,2020/5/22,12,80.4962,20
2005,2007,2020/5/22,13,78.2961579,19
2005,2007,2020/5/22,14,88.3128824,17
2005,2007,2020/5/22,15,81.6795556,18
2005,2007,2020/5/22,16,77.7201053,19
2005,2007,2020/5/22,17,63.1606071,28
2005,2007,2020/5/22,18,74.2366667,33
2005,2007,2020/5/22,19,69.6661818,22
2005,2007,2020/5/22,20,76.4199444,18
2005,2007,2020/5/22,21,75.69875,8
2005,2007,2020/5/22,22,81.5548,5
2005,2007,2020/5/23,0,81.17399999999999,1
2005,2007,2020/5/23,5,66.46725,4
2005,2007,2020/5/23,6,85.97124140000001,29
2005,2007,2020/5/23,7,85.2015455,33
2005,2007,2020/5/23,8,87.9918889,36
2005,2007,2020/5/23,9,83.8920345,29
2005,2007,2020/5/23,10,76.5374444,18
2005,2007,2020/5/23,11,88.083,12
2005,2007,2020/5/23,12,86.6616364,11
2005,2007,2020/5/23,13,86.08221429999999,14
2005,2007,2020/5/23,14,71.3568667,15
2005,2007,2020/5/23,15,80.6384375,16
2005,2007,2020/5/23,16,86.9768571,21
2005,2007,2020/5/23,17,88.4688519,27
2005,2007,2020/5/23,18,89.9845,22
2005,2007,2020/5/23,19,91.4757222,18
2005,2007,2020/5/23,20,86.1895625,16
2005,2007,2020/5/23,21,79.722375,8
2005,2007,2020/5/23,22,92.3795,4
2005,2007,2020/5/23,23,82.68,3
2005,2007,2020/5/24,0,82.52799999999999,1
2005,2007,2020/5/24,4,91.675,1
2005,2007,2020/5/24,5,71.6005,2
2005,2007,2020/5/24,6,77.0573684,19
2005,2007,2020/5/24,7,91.538,28
2005,2007,2020/5/24,8,90.94085190000001,27
2005,2007,2020/5/24,9,89.7642813,32
2005,2007,2020/5/24,10,82.72394440000001,18
2005,2007,2020/5/24,11,81.10931579999999,19
2005,2007,2020/5/24,12,82.051,17
2005,2007,2020/5/24,13,89.0465455,22
2005,2007,2020/5/24,14,85.02431999999999,25
2005,2007,2020/5/24,15,82.6020556,18
2005,2007,2020/5/24,16,80.5481818,22
2005,2007,2020/5/24,17,86.1793571,28
2005,2007,2020/5/24,18,83.9855625,16
2005,2007,2020/5/24,19,87.4013333,21
2005,2007,2020/5/24,20,83.1178462,13
2005,2007,2020/5/24,21,81.8188333,6
2005,2007,2020/5/24,22,81.554,5
2005,2007,2020/5/24,23,86.26975,4
2005,2007,2020/5/25,0,78.4485,2
2005,2007,2020/5/25,2,3.6510000000000002,1
2005,2007,2020/5/25,3,97.884,1
2005,2007,2020/5/25,5,58.71575,4
2005,2007,2020/5/25,6,86.205,22
2005,2007,2020/5/25,7,88.2922143,42
2005,2007,2020/5/25,8,89.9055294,34
2005,2007,2020/5/25,9,84.4076,20
2005,2007,2020/5/25,10,80.499,27
2005,2007,2020/5/25,11,75.2185556,18
2005,2007,2020/5/25,12,82.7478889,18
2005,2007,2020/5/25,13,77.8368667,15
2005,2007,2020/5/25,14,75.8152963,27
2005,2007,2020/5/25,15,80.42330770000001,13
2005,2007,2020/5/25,16,81.6640556,18
2005,2007,2020/5/25,17,77.23690909999999,33
2005,2007,2020/5/25,18,90.4639545,22
2005,2007,2020/5/25,19,82.3396471,17
2005,2007,2020/5/25,20,83.0433333,21
2005,2007,2020/5/25,21,76.96911109999999,9
2005,2007,2020/5/25,22,88.675,3
2005,2007,2020/5/25,23,91.7256667,6
2005,2007,2020/5/26,0,70.113,4
2005,2007,2020/5/26,3,57.49100000000001,2
2005,2007,2020/5/26,5,70.6293333,6
2005,2007,2020/5/26,6,84.4569667,30
2005,2007,2020/5/26,7,82.0050698,43
2005,2007,2020/5/26,8,89.81188890000001,45
2005,2007,2020/5/26,9,83.7015217,23
2005,2007,2020/5/26,10,80.8384138,29
2005,2007,2020/5/26,11,85.8707619,21
2005,2007,2020/5/26,12,78.3297857,14
2005,2007,2020/5/26,13,80.3041333,15
2005,2007,2020/5/26,14,79.4248824,17
2005,2007,2020/5/26,15,80.1982,15
2005,2007,2020/5/26,16,82.9388824,17
2005,2007,2020/5/26,17,80.907,21
2005,2007,2020/5/26,18,84.9913929,28
2005,2007,2020/5/26,19,82.5401429,21
2005,2007,2020/5/26,20,85.3127,10
2005,2007,2020/5/26,21,82.7782,10
2005,2007,2020/5/26,22,82.99,8
2005,2007,2020/5/26,23,89.288,1
2005,2007,2020/5/27,0,72.1115,2
2005,2007,2020/5/27,1,73.56,1
2005,2007,2020/5/27,4,64.619,3
2005,2007,2020/5/27,5,56.574,1
2005,2007,2020/5/27,6,86.62361290000001,31
2005,2007,2020/5/27,7,80.2006557,61
2005,2007,2020/5/27,8,90.19762259999999,53
2005,2007,2020/5/27,9,82.47991999999999,25
2005,2007,2020/5/27,10,83.2345238,21
2005,2007,2020/5/27,11,79.37585,20
2005,2007,2020/5/27,12,78.69571429999999,21
2005,2007,2020/5/27,13,82.2037368,19
2005,2007,2020/5/27,14,71.0271875,16
2005,2007,2020/5/27,15,66.3069048,21
2005,2007,2020/5/27,16,88.6484667,15
2005,2007,2020/5/27,17,87.2922692,26
2005,2007,2020/5/27,18,88.23975,40
2005,2007,2020/5/27,19,91.7393,30
2005,2007,2020/5/27,20,86.96911109999999,9
2005,2007,2020/5/27,21,81.95177779999999,9
2005,2007,2020/5/27,22,67.14699999999999,1
2005,2007,2020/5/27,23,96.9425,2
2005,2007,2020/5/28,0,79.67399999999999,2
2005,2007,2020/5/28,5,91.87700000000001,2
2005,2007,2020/5/28,6,83.649963,27
2005,2007,2020/5/28,7,88.841661,59
2005,2007,2020/5/28,8,88.17891490000001,47
2005,2007,2020/5/28,9,87.3936296,27
2005,2007,2020/5/28,10,84.3725,22
2005,2007,2020/5/28,11,85.81430429999999,23
2005,2007,2020/5/28,12,73.5836,15
2005,2007,2020/5/28,13,76.5201333,15
2005,2007,2020/5/28,14,88.8604211,19
2005,2007,2020/5/28,15,83.945697,33
2005,2007,2020/5/28,16,88.9269524,21
2005,2007,2020/5/28,17,89.02724,25
2005,2007,2020/5/28,18,92.4664118,34
2005,2007,2020/5/28,19,88.90645,20
2005,2007,2020/5/28,20,90.3714,10
2005,2007,2020/5/28,21,77.94575,8
2005,2007,2020/5/28,22,84.36475,4
2005,2007,2020/5/28,23,94.815,2
2005,2007,2020/5/29,0,77.572,2
2005,2007,2020/5/29,2,92.699,1
2005,2007,2020/5/29,5,71.456,1
2005,2007,2020/5/29,6,86.41047059999998,34
2005,2007,2020/5/29,7,88.9826415,53
2005,2007,2020/5/29,8,92.1332895,38
2005,2007,2020/5/29,9,87.52621740000001,23
2005,2007,2020/5/29,10,85.7387143,21
2005,2007,2020/5/29,11,90.57472729999999,22
2005,2007,2020/5/29,12,96.56688890000001,9
2005,2007,2020/5/29,13,81.2806522,23
2005,2007,2020/5/29,14,85.626375,24
2005,2007,2020/5/29,15,84.99911759999999,17
2005,2007,2020/5/29,16,85.9076452,31
2005,2007,2020/5/29,17,85.5535625,32
2005,2007,2020/5/29,18,83.9850217,46
2005,2007,2020/5/29,19,83.9010952,21
2005,2007,2020/5/29,20,86.05042859999999,14
2005,2007,2020/5/29,21,89.1660833,12
2005,2007,2020/5/29,22,82.76799999999999,3
2005,2007,2020/5/29,23,100.21725,4
2005,2007,2020/5/30,0,69.1225,2
2005,2007,2020/5/30,1,88.887,1
2005,2007,2020/5/30,4,67.358,1
2005,2007,2020/5/30,5,95.052,2
2005,2007,2020/5/30,6,87.91129029999999,31
2005,2007,2020/5/30,7,87.0381875,48
2005,2007,2020/5/30,8,87.8142973,37
2005,2007,2020/5/30,9,87.841913,23
2005,2007,2020/5/30,10,85.2664,35
2005,2007,2020/5/30,11,88.105913,23
2005,2007,2020/5/30,12,86.2532353,17
2005,2007,2020/5/30,13,86.35813040000001,23
2005,2007,2020/5/30,14,87.3846875,16
2005,2007,2020/5/30,15,85.7991765,17
2005,2007,2020/5/30,16,80.4953333,18
2005,2007,2020/5/30,17,79.4156957,23
2005,2007,2020/5/30,18,81.57072729999999,22
2005,2007,2020/5/30,19,86.8853,20
2005,2007,2020/5/30,20,85.06,11
2005,2007,2020/5/30,21,85.77677779999999,9
2005,2007,2020/5/30,22,85.93925,4
2005,2007,2020/5/30,23,80.3335,2
2005,2007,2020/5/31,0,86.226,2
2005,2007,2020/5/31,2,60.402,3
2005,2007,2020/5/31,3,45.265,1
2005,2007,2020/5/31,5,72.3396667,3
2005,2007,2020/5/31,6,85.4276667,39
2005,2007,2020/5/31,7,91.5067949,39
2005,2007,2020/5/31,8,90.0252105,38
2005,2007,2020/5/31,9,83.5480385,26
2005,2007,2020/5/31,10,81.54045,20
2005,2007,2020/5/31,11,81.6457895,19
2005,2007,2020/5/31,12,82.5489375,16
2005,2007,2020/5/31,13,87.96675,16
2005,2007,2020/5/31,14,86.9417619,21
2005,2007,2020/5/31,15,86.4725714,14
2005,2007,2020/5/31,16,82.4757407,27
2005,2007,2020/5/31,17,87.50238709999999,31
2005,2007,2020/5/31,18,91.65887099999999,31
2005,2007,2020/5/31,19,86.74432,25
2005,2007,2020/5/31,20,81.71225,16
2005,2007,2020/5/31,21,83.8200667,15
2005,2007,2020/5/31,22,78.66666670000001,3
2005,2007,2020/5/31,23,94.9753333,3
2005,2007,2020/6/1,0,89.507,3
2005,2007,2020/6/1,1,76.926,1
2005,2007,2020/6/1,5,76.2936667,3
2005,2007,2020/6/1,6,85.9260882,34
2005,2007,2020/6/1,7,88.3864516,62
2005,2007,2020/6/1,8,89.7682973,37
2005,2007,2020/6/1,9,86.9407,20
2005,2007,2020/6/1,10,79.5097826,23
2005,2007,2020/6/1,11,85.92621740000001,23
2005,2007,2020/6/1,12,81.41144440000001,18
2005,2007,2020/6/1,13,90.4767273,11
2005,2007,2020/6/1,14,82.11261540000001,26
2005,2007,2020/6/1,15,89.45338459999999,26
2005,2007,2020/6/1,16,81.12225,16
2005,2007,2020/6/1,17,84.0485862,29
2005,2007,2020/6/1,18,93.0141875,48
2005,2007,2020/6/1,19,89.3759,10
2005,2007,2020/6/1,20,85.9687333,15
2005,2007,2020/6/1,21,75.665,6
2005,2007,2020/6/1,22,87.289,6
2005,2007,2020/6/1,23,90.36775,4
2005,2007,2020/6/2,0,88.70299999999999,1
2005,2007,2020/6/2,2,91.25200000000001,1
2005,2007,2020/6/2,4,80.187,1
2005,2007,2020/6/2,5,84.258,2
2005,2007,2020/6/2,6,87.7473,30
2005,2007,2020/6/2,7,83.5946462,65
2005,2007,2020/6/2,8,79.777,45
2005,2007,2020/6/2,9,82.17833329999999,21
2005,2007,2020/6/2,10,85.1662353,17
2005,2007,2020/6/2,11,76.5376842,19
2005,2007,2020/6/2,12,86.05035290000001,17
2005,2007,2020/6/2,13,83.0054286,28
2005,2007,2020/6/2,14,77.25384620000001,13
2005,2007,2020/6/2,15,85.0776364,22
2005,2007,2020/6/2,16,82.28815,20
2005,2007,2020/6/2,17,89.2698333,36
2005,2007,2020/6/2,18,91.75961290000001,31
2005,2007,2020/6/2,19,90.22016670000001,12
2005,2007,2020/6/2,20,86.77981820000001,11
2005,2007,2020/6/2,21,86.353125,8
2005,2007,2020/6/2,22,84.56266670000001,6
2005,2007,2020/6/2,23,67.393,1
2005,2007,2020/6/3,0,74.39,1
2005,2007,2020/6/3,6,86.1534194,31
2005,2007,2020/6/3,7,80.52802129999999,47
2005,2007,2020/6/3,8,90.21393020000001,43
2005,2007,2020/6/3,9,86.5530588,17
2005,2007,2020/6/3,10,87.1340588,17
2005,2007,2020/6/3,11,84.20277779999999,18
2005,2007,2020/6/3,12,83.6051818,11
2005,2007,2020/6/3,13,87.3271,20
2005,2007,2020/6/3,14,87.5268,15
2005,2007,2020/6/3,15,78.9063333,21
2005,2007,2020/6/3,16,84.76,16
2005,2007,2020/6/3,17,89.65,21
2005,2007,2020/6/3,18,80.3805682,44
2005,2007,2020/6/3,19,84.15865,20
2005,2007,2020/6/3,20,91.8064,5
