src_FID,nbr_FID,weight
26,31,0.7214547
26,56,0.37036285
26,68,0.33983436
26,82,0.99491066
26,121,0.7505518
26,126,0.31279308
26,151,0.20506756
26,217,0.50414336
27,27,1.0
27,156,0.8389484
27,291,0.9876668
28,3,0.6952649
28,28,1.0
28,42,0.7798218
28,59,0.777024
28,65,0.9999867
28,87,0.62586665
28,116,0.45203933
28,125,0.106270924
28,136,0.20661156
28,152,0.99267113
28,161,0.99202746
28,162,0.88025963
28,163,0.88252604
28,242,0.9327805
28,243,0.29898235
28,244,0.3013471
28,256,0.9346581
29,29,1.0
29,71,0.97034836
29,129,0.40665856
29,143,0.81040555
29,239,0.48988712
29,286,0.29159573
29,290,0.25156033
29,296,0.11614491
29,298,0.35037416
30,14,0.94234794
30,30,1.0
30,45,0.4422884
30,93,0.36989403
30,251,0.20048296
31,26,0.7214547
31,31,1.0
31,82,0.778833
31,121,0.99872524
31,217,0.14126396
32,32,1.0
32,85,0.66642433
32,114,0.5179987
32,144,0.3003453
33,7,0.10654369
33,33,1.0
33,62,0.4050617
33,94,0.49655303
33,96,0.48639306
33,101,0.1477136
33,106,0.37091365
33,108,0.9104465
33,123,0.98463464
33,127,0.80550003
33,228,0.43900487
33,238,0.21478894
34,34,1.0
34,128,0.3837543
34,141,0.28175384
34,145,0.16212843
34,235,0.15257902
34,236,0.2569681
34,237,0.9936039
34,312,0.4636865
35,29,0.27824605
35,35,1.0
35,71,0.39975923
35,129,0.96726227
35,143,0.6361559
36,25,0.16482656
36,36,1.0
36,40,0.424665
36,54,0.68586385
36,107,0.13717118
36,186,0.50048226
36,218,0.29299256
36,246,0.72661424
37,37,1.0
37,78,0.99998397
37,193,0.8487438
37,314,0.5085047
37,315,0.17319117
37,316,0.10901412
37,317,0.17481825
37,318,0.11015739
38,38,1.0
38,134,0.14309599
38,200,0.82329226
38,201,0.34500435
38,203,0.44451952
38,205,0.62984216
38,208,0.9457391
38,210,0.9659435
38,254,0.104836956
39,39,1.0
40,9,0.23410515
40,25,0.83956945
40,40,1.0
40,55,0.18960212
40,107,0.79046607
40,186,0.99129575
40,187,0.4145984
40,188,0.24156833
40,218,0.967233
40,219,0.3908811
40,220,0.6371958
40,222,0.46056873
41,41,1.0
41,97,0.99496937
41,99,0.23058514
41,102,0.8667411
41,149,0.24580723
41,164,0.45591724
41,313,0.6173426
42,3,0.9891974
42,37,0.26327127
42,42,1.0
42,59,0.9999871
42,78,0.26084208
42,87,0.96603286
42,116,0.8572735
42,125,0.36889613
42,136,0.5637251
42,243,0.69755596
42,244,0.7005599
43,43,1.0
43,88,0.8766961
43,184,0.115150236
43,185,0.11389295
44,5,0.8325929
44,12,0.70719606
44,21,0.15704107
44,44,1.0
44,66,0.7644006
44,74,0.27767262
44,83,0.32977417
44,95,0.7273399
44,104,0.21134947
45,45,1.0
45,80,0.5213433
45,93,0.99105865
45,146,0.4408328
45,248,0.10563079
45,251,0.87516385
46,10,0.8794771
46,46,1.0
46,115,0.83939487
47,47,1.0
47,255,0.99950325
48,48,1.0
48,60,0.75112915
48,128,0.36235207
48,141,0.23679563
48,145,0.13178396
48,147,0.79262257
48,235,0.12360867
48,236,0.21467116
48,311,0.5694817
49,17,0.8490665
49,23,0.53495705
49,30,0.12766702
49,49,1.0
49,64,0.20631078
49,120,0.99621636
49,138,0.4833848
49,320,0.34065416
50,10,0.20326199
50,46,0.44098708
50,50,1.0
50,115,0.17404146
51,9,0.1986495
51,51,1.0
51,55,0.15909283
51,84,0.5120192
51,109,0.48614213
51,122,0.8426235
51,219,0.34223795
51,221,0.7411588
51,223,0.94591177
52,21,0.8614321
52,52,1.0
52,67,0.47120792
52,69,0.75697213
52,94,0.373694
52,98,0.9787802
52,112,0.62468314
52,238,0.14257859
53,4,0.1752906
53,19,0.1375561
53,41,0.86969805
53,53,1.0
53,97,0.82069874
53,102,0.5683487
53,160,0.30332002
53,164,0.20454037
53,313,0.31961566
54,9,0.10059996
54,25,0.5880647
54,36,0.68586385
54,40,0.90759283
54,54,1.0
54,107,0.5311964
54,186,0.9536249
54,187,0.21024516
54,188,0.104654424
54,218,0.7835295
54,219,0.19445324
54,220,0.3813926
54,222,0.24209355
54,246,0.9976071
55,9,0.99288124
55,26,0.45515856
55,31,0.90508056
55,40,0.118746534
55,55,1.0
55,82,0.5140337
55,121,0.8837643
55,131,0.26449957
55,186,0.15464644
55,219,0.9024921
56,18,0.89626336
56,24,0.23360682
56,56,1.0
56,126,0.99339116
56,175,0.14020795
56,215,0.54542494
57,57,1.0
57,90,0.7822671
57,111,0.94166106
57,132,0.2258043
57,137,0.9000199
57,174,0.9983905
57,177,0.9264697
57,211,0.7828451
57,213,0.949634
57,214,0.64099914
57,253,0.120199256
58,58,1.0
58,70,0.34096667
59,3,0.9899198
59,37,0.26546118
59,42,0.9999871
59,59,1.0
59,78,0.26301932
59,87,0.96730125
59,116,0.8596819
59,125,0.37154645
59,136,0.5667677
59,243,0.7005368
59,244,0.7035356
60,48,0.75112915
60,60,1.0
60,147,0.35542792
60,311,0.1916629
61,51,0.759022
61,61,1.0
61,76,0.88374716
61,84,0.1650835
61,103,0.7903814
61,109,0.15171397
61,122,0.41414717
61,221,0.3173948
61,223,0.56047267
61,249,0.97866917
62,34,0.5592006
62,50,0.36518124
62,62,1.0
62,237,0.49194592
63,63,1.0
63,150,0.40682906
63,165,0.31039518
63,166,0.2869859
63,167,0.11743072
63,191,0.19102404
63,230,0.12509647
64,14,0.8359672
64,23,0.8052516
64,30,0.96817255
64,45,0.30959824
64,64,1.0
64,93,0.2503215
64,138,0.8495974
64,251,0.123115756
65,3,0.69220585
65,28,0.9999867
65,42,0.7769808
65,59,0.7741728
65,65,1.0
65,87,0.62274194
65,116,0.4491056
65,125,0.10510685
65,136,0.20472553
65,152,0.9920373
65,161,0.9913622
65,162,0.87795854
65,163,0.8802422
65,242,0.93097556
65,243,0.29659232
65,244,0.2989461
65,256,0.93287563
66,21,0.49036723
66,52,0.220056
66,66,1.0
66,98,0.15021174
66,104,0.5882777
67,35,0.25213215
67,67,1.0
67,94,0.98454654
67,129,0.15936705
67,238,0.7564645
68,2,0.98291844
68,4,0.79949033
68,19,0.7292429
68,41,0.51461285
68,68,1.0
68,72,0.68684083
68,97,0.45616284
68,102,0.24086913
68,151,0.9527139
68,158,0.6231681
68,170,0.48454636
68,171,0.48160988
68,190,0.16370453
68,191,0.29141694
68,202,0.27703065
68,204,0.15946254
68,226,0.7582731
68,227,0.74759346
68,254,0.40892023
68,313,0.1024491
69,35,0.10103861
69,67,0.89064765
69,69,1.0
69,94,0.8055414
69,112,0.97526044
69,238,0.47032753
70,70,1.0
70,172,0.26275074
71,29,0.97034836
71,71,1.0
71,129,0.54840577
71,143,0.9219841
71,239,0.35456982
71,286,0.19249435
71,290,0.16238229
71,298,0.23830603
72,4,0.2675266
72,19,0.2164118
72,41,0.9598779
72,72,1.0
72,97,0.92806035
72,99,0.13562903
72,102,0.71403366
72,149,0.14615111
72,158,0.15604004
72,160,0.42820996
72,164,0.3058334
72,191,0.1632791
72,313,0.44748628
73,16,0.20280881
73,50,0.17084616
73,58,0.12595558
73,73,1.0
73,99,0.48650712
73,102,0.999753
73,149,0.5087126
73,164,0.7600563
73,237,0.11430153
73,313,0.89559066
74,5,0.10624457
74,47,0.24144113
74,74,1.0
74,83,0.9938262
74,155,0.3145469
74,159,0.32105064
74,255,0.22884598
75,75,1.0
75,195,0.35381222
75,299,0.97990566
75,300,0.8753227
75,302,0.790339
75,303,0.51123255
75,304,0.2474838
75,305,0.9173682
75,307,0.14384697
76,9,0.12439054
76,51,0.97032976
76,61,0.88374716
76,76,1.0
76,84,0.37484187
76,103,0.98233634
76,109,0.35208115
76,122,0.70823056
76,219,0.23244156
76,221,0.59571296
76,223,0.84571373
76,249,0.958961
77,77,1.0
78,37,0.99998397
78,78,1.0
78,193,0.85150677
78,314,0.51188034
78,315,0.17503516
78,316,0.11032016
78,317,0.17668743
78,318,0.111473985
79,17,0.96799916
79,23,0.15125413
79,49,0.71032035
79,79,1.0
79,120,0.6584632
79,138,0.12718202
80,80,1.0
80,146,0.9904414
80,300,0.1262764
80,305,0.15421504
81,33,0.33117652
81,81,1.0
81,108,0.15879512
81,123,0.25162566
81,127,0.100650534
81,240,0.6576165
82,2,0.2141861
82,18,0.14125307
82,26,0.99491066
82,31,0.778833
82,56,0.31957796
82,68,0.2914706
82,82,1.0
82,121,0.8061206
82,126,0.26678056
82,151,0.17043248
82,217,0.4456256
83,47,0.1989007
83,74,0.9938262
83,83,1.0
83,155,0.26391026
83,159,0.26977262
83,255,0.18785188
84,9,0.81396633
84,26,0.13147335
84,31,0.48304334
84,55,0.7485063
84,82,0.16032365
84,84,1.0
84,109,0.99903136
84,121,0.4539099
84,219,0.9536364
85,15,0.40476397
85,32,0.66642433
85,81,0.27658007
85,85,1.0
85,114,0.9701807
85,144,0.8095223
86,34,0.12685944
86,62,0.63431203
86,86,1.0
86,100,0.976789
86,228,0.67120475
86,237,0.1002047
87,37,0.39029527
87,78,0.38724744
87,87,1.0
87,116,0.95825326
87,125,0.51605
87,136,0.7210675
87,193,0.15107045
87,243,0.8418523
87,244,0.8443537
88,88,1.0
88,136,0.16185077
88,243,0.24120268
88,244,0.24327417
89,89,1.0
89,110,0.53643
89,130,0.4407005
89,150,0.973913
89,165,0.91620374
89,166,0.8959355
89,168,0.37215945
89,181,0.16164574
89,230,0.65031797
89,321,0.139536
89,322,0.28911626
89,323,0.17778215
90,57,0.7822671
90,90,1.0
90,111,0.57772654
90,118,0.15622808
90,124,0.10540347
90,132,0.591758
90,137,0.9711889
90,174,0.8127001
90,177,0.5511072
90,211,0.37502652
90,213,0.5930131
90,214,0.9710695
90,216,0.28633094
90,253,0.3978792
91,11,0.9983905
91,48,0.28038955
91,60,0.7037891
91,91,1.0
91,113,0.82094055
91,173,0.23607416
91,252,0.42527303
92,92,1.0
93,80,0.6013747
93,93,1.0
93,146,0.5179291
93,221,0.1024491
93,248,0.13875878
93,251,0.929483
94,35,0.33252436
94,94,1.0
94,129,0.2198915
94,238,0.84954053
95,74,0.70025975
95,83,0.7645101
95,95,1.0
96,7,0.65531075
96,96,1.0
96,101,0.7519279
96,106,0.9786374
96,108,0.7449394
96,127,0.862991
97,97,1.0
97,99,0.27230453
97,102,0.90981394
97,149,0.28920525
97,160,0.12314532
97,164,0.5142422
97,313,0.67765856
98,21,0.75296986
98,52,0.9787802
98,67,0.59462357
98,69,0.8647436
98,94,0.48911
98,98,1.0
98,112,0.7474598
98,238,0.21002765
99,58,0.704987
99,99,1.0
99,149,0.99928826
100,34,0.19241239
100,62,0.76181406
100,100,1.0
100,228,0.7955085
100,237,0.1557465
101,7,0.9865996
101,74,0.10694945
101,83,0.13448891
101,96,0.7519279
101,101,1.0
101,106,0.86088026
101,108,0.31376255
101,127,0.43067467
102,16,0.21079676
102,50,0.17792419
102,58,0.13161817
102,99,0.49926347
102,102,1.0
102,149,0.52159905
102,164,0.7722014
102,237,0.11957224
102,313,0.90457475
103,9,0.17966075
103,51,0.9983971
103,55,0.14294173
103,61,0.7903814
103,76,0.98233634
103,84,0.47970077
103,103,1.0
103,109,0.4543334
103,122,0.8138235
103,219,0.31523877
103,221,0.7091724
103,223,0.92670995
103,249,0.8919338
104,21,0.9866818
104,52,0.7772395
104,66,0.5882777
104,67,0.15418003
104,69,0.3478615
104,94,0.107933454
104,98,0.6567226
104,104,1.0
104,112,0.24505189
105,36,0.9043055
105,40,0.21442124
105,54,0.42013747
105,105,1.0
105,124,0.94928765
105,186,0.26805308
105,218,0.1318461
105,246,0.45913568
106,7,0.7763337
106,96,0.9786374
106,101,0.86088026
106,106,1.0
106,108,0.62155807
106,127,0.7544533
107,25,0.99555635
107,107,1.0
107,187,0.81386435
107,188,0.606279
107,189,0.16176632
107,220,0.9656948
107,222,0.8548498
107,224,0.11353172
107,247,0.29122034
108,7,0.24107556
108,96,0.7449394
108,101,0.31376255
108,106,0.62155807
108,108,1.0
108,127,0.9751067
109,9,0.83647513
109,26,0.14352638
109,31,0.5088974
109,55,0.7732635
109,82,0.17424498
109,84,0.99903136
109,109,1.0
109,121,0.47926924
109,219,0.9657147
110,110,1.0
110,130,0.9866313
110,142,0.19338302
110,168,0.9587438
110,181,0.7299671
110,257,0.1783248
110,321,0.68553805
110,322,0.8997454
110,323,0.75884587
110,324,0.34455228
111,57,0.94166106
111,90,0.57772654
111,111,1.0
111,132,0.116909385
111,137,0.7228204
111,174,0.92182434
111,177,0.99902797
111,211,0.9395913
111,213,0.99968165
111,214,0.43524846
112,35,0.15912858
112,67,0.9674083
112,69,0.97526044
112,94,0.9101999
112,112,1.0
112,238,0.6038387
113,11,0.79093176
113,60,0.34125978
113,91,0.82094055
113,113,1.0
113,173,0.5635365
113,252,0.79384583
114,15,0.5467389
114,32,0.5179987
114,81,0.39811137
114,85,0.9701807
114,114,1.0
114,144,0.9216208
115,115,1.0
116,37,0.55828214
116,78,0.55486935
116,87,0.95825326
116,116,1.0
116,125,0.6919275
116,136,0.87504023
116,193,0.25541556
116,243,0.9575068
116,244,0.95892847
117,5,0.66318595
117,12,0.5260901
117,47,0.8934624
117,66,0.5859108
117,74,0.16391143
117,83,0.20129842
117,95,0.5466921
117,104,0.11880402
117,117,1.0
117,155,0.9605832
117,159,0.9641843
117,255,0.87977296
118,36,0.6274524
118,54,0.18607302
118,105,0.8744392
118,118,1.0
118,124,0.9810914
118,186,0.10136019
118,216,0.9421194
118,246,0.2107387
119,75,0.8116154
119,119,1.0
119,195,0.11330063
119,299,0.6986194
119,300,0.5093827
119,302,0.4121301
119,303,0.19652282
119,305,0.5696941
119,309,0.9319627
120,17,0.80475456
120,23,0.5874492
120,30,0.15176003
120,49,0.99621636
120,64,0.23991776
120,120,1.0
120,138,0.5348635
120,274,0.10642922
120,320,0.38562378
121,26,0.7505518
121,31,0.99872524
121,82,0.8061206
121,121,1.0
121,217,0.15591083
122,9,0.47938278
122,31,0.20606743
122,51,0.8426235
122,55,0.41174433
122,84,0.8491803
122,109,0.82726806
122,121,0.18813391
122,122,1.0
122,219,0.67943263
122,221,0.9823436
122,223,0.96881396
122,248,0.10241496
123,7,0.152198
123,96,0.5915212
123,101,0.20513883
123,106,0.46784744
123,108,0.9674278
123,123,1.0
123,127,0.8903796
124,36,0.74279344
124,40,0.11555295
124,54,0.26077518
124,105,0.94928765
124,124,1.0
124,186,0.15076095
124,246,0.29141694
125,37,0.97559196
125,78,0.9743486
125,125,1.0
125,193,0.72917503
125,314,0.38319433
125,315,0.111483134
125,317,0.11265546
126,18,0.93964314
126,24,0.2824201
126,56,0.99339116
126,126,1.0
126,175,0.17499684
126,215,0.6150687
127,7,0.34331563
127,96,0.862991
127,101,0.43067467
127,106,0.7544533
127,108,0.9751067
127,127,1.0
128,20,0.6429353
128,97,0.20613895
128,128,1.0
128,160,0.17628933
129,29,0.40665856
129,71,0.54840577
129,129,1.0
129,143,0.78647393
130,110,0.9866313
130,130,1.0
130,142,0.25688532
130,168,0.9920666
130,181,0.82033587
130,257,0.23860575
130,321,0.7800366
130,322,0.9572529
130,323,0.845752
130,324,0.43194202
131,131,1.0
132,36,0.1741941
132,105,0.36382592
132,118,0.6639842
132,124,0.5464339
132,132,1.0
132,216,0.8550555
132,253,0.94597334
133,17,0.3263302
133,45,0.32751426
133,49,0.117706284
133,79,0.4623846
133,93,0.26612037
133,133,1.0
133,135,0.66668236
133,250,0.85951567
133,251,0.13277131
134,2,0.895015
134,4,0.63419384
134,19,0.5580938
134,41,0.35556778
134,72,0.51493734
134,97,0.30631182
134,102,0.14288668
134,134,1.0
134,151,0.83696306
134,158,0.45330834
134,170,0.32996607
134,171,0.32749513
134,191,0.17873912
134,201,0.8766961
134,202,0.16837497
134,226,0.58877486
134,227,0.5773719
134,254,0.9883147
135,17,0.8371191
135,49,0.5053423
135,79,0.94325805
135,120,0.45473477
135,135,1.0
136,37,0.8532757
136,78,0.85052484
136,125,0.9432455
136,136,1.0
136,193,0.5246464
136,314,0.22543924
137,57,0.9000199
137,90,0.9711889
137,111,0.7228204
137,132,0.44861737
137,137,1.0
137,174,0.92228866
137,177,0.69690824
137,211,0.51102436
137,213,0.73743266
137,214,0.88942254
137,216,0.18971017
137,253,0.27828076
138,14,0.5046275
138,23,0.9962028
138,30,0.7113757
138,45,0.10972419
138,64,0.8495974
138,138,1.0
139,3,0.41655615
139,28,0.8948832
139,42,0.50078136
139,59,0.49781588
139,65,0.897065
139,87,0.3551284
139,116,0.22354445
139,139,1.0
139,140,0.99999607
139,152,0.8389678
139,161,0.8365923
139,162,0.6211555
139,163,0.624257
139,241,0.9605726
139,242,0.7004214
139,243,0.12875317
139,244,0.13008223
139,245,0.96022063
139,256,0.7036278
140,3,0.41500682
140,28,0.8936942
140,42,0.49912563
140,59,0.49614
140,65,0.8958698
140,87,0.3536927
140,116,0.22245795
140,139,0.99999607
140,140,1.0
140,152,0.8375674
140,161,0.835165
140,162,0.6194268
140,163,0.62255245
140,241,0.9598028
140,242,0.6987581
140,243,0.12802154
140,244,0.12934484
140,245,0.9594476
140,256,0.7019446
141,141,1.0
141,142,0.11613549
141,145,0.9513379
141,169,0.31411725
141,182,0.59422094
141,191,0.12989755
141,193,0.17594315
141,196,0.63996005
141,229,0.13597888
141,231,0.17930984
141,232,0.3022961
141,233,0.44164854
141,234,0.5903847
141,235,0.9414313
141,236,0.9983861
141,257,0.1058584
141,324,0.2269933
142,16,0.28359696
142,50,0.24337003
142,58,0.16820121
142,99,0.5744413
142,142,1.0
142,149,0.59730005
142,237,0.16953245
142,257,0.9990245
142,310,0.8635396
142,324,0.9396043
143,29,0.81040555
143,71,0.9219841
143,129,0.78647393
143,143,1.0
143,239,0.18297216
143,298,0.11101861
144,15,0.78551507
144,32,0.3003453
144,81,0.63490313
144,85,0.8095223
144,114,0.9216208
144,144,1.0
144,240,0.17494582
145,88,0.17971277
145,141,0.9513379
145,142,0.21279384
145,145,1.0
145,167,0.10164005
145,169,0.48327094
145,182,0.78027284
145,190,0.12567544
145,191,0.23393376
145,193,0.30160245
145,196,0.82051736
145,229,0.24313033
145,231,0.30638543
145,232,0.46874875
145,233,0.6292034
145,234,0.77678674
145,235,0.999502
145,236,0.9670083
145,257,0.19668901
145,314,0.10158908
145,324,0.3720368
146,80,0.9904414
146,146,1.0
146,300,0.16580677
146,302,0.11841174
146,305,0.19966972
147,20,0.24241225
147,128,0.7583172
147,141,0.59658945
147,145,0.41170144
147,147,1.0
147,182,0.12604573
147,196,0.14655462
147,234,0.12444017
147,235,0.3945516
147,236,0.5621929
147,311,0.9303001
148,110,0.22386204
148,130,0.16628614
148,148,1.0
148,150,0.7003752
148,165,0.5868575
148,166,0.5563753
148,168,0.12998982
148,230,0.30467612
148,265,0.9160689
148,266,0.962871
148,267,0.95802337
148,269,0.5083892
148,270,0.46068075
148,271,0.25455928
148,272,0.16842465
149,58,0.6825807
149,99,0.99928826
149,149,1.0
150,110,0.6749949
150,130,0.5758119
150,150,1.0
150,165,0.9823146
150,166,0.9717641
150,168,0.50050527
150,181,0.2439939
150,230,0.7836791
150,321,0.21430364
150,322,0.40423247
150,323,0.26525852
151,4,0.17393981
151,19,0.13642506
151,41,0.70157546
151,72,0.85677135
151,97,0.6415659
151,102,0.38772687
151,151,1.0
151,160,0.17792419
151,164,0.11139195
151,191,0.13139053
151,226,0.9104465
151,227,0.90289104
151,313,0.18950753
152,3,0.7653632
152,28,0.99267113
152,42,0.8432394
152,59,0.84075105
152,65,0.9920373
152,87,0.69868875
152,116,0.5228315
152,125,0.13638255
152,136,0.2543948
152,152,1.0
152,161,0.9999863
152,162,0.92901015
152,163,0.93082416
152,242,0.9688044
152,243,0.35834983
152,244,0.36096177
152,256,0.9701154
153,153,1.0
153,154,0.99289054
153,319,0.98692685
154,153,0.99289054
154,154,1.0
154,319,0.9611031
155,5,0.6400781
155,12,0.5033599
155,47,0.8767137
155,66,0.5627349
155,74,0.15227872
155,83,0.18781164
155,95,0.52378523
155,104,0.10968817
155,155,1.0
155,159,0.9999087
155,255,0.8622399
156,156,1.0
157,156,0.8623132
157,157,1.0
157,183,0.9714452
157,224,0.94508326
158,13,0.13970919
158,158,1.0
158,202,0.81942755
158,204,0.63981825
158,206,0.4527293
158,207,0.28981072
159,5,0.6319001
159,12,0.49540585
159,47,0.87057656
159,66,0.55458707
159,74,0.14832391
159,83,0.18320946
159,95,0.5157486
159,104,0.10661416
159,155,0.9999087
159,159,1.0
159,255,0.8558398
160,2,0.4250558
160,4,0.94946694
160,19,0.9046222
160,72,0.13827464
160,151,0.35778853
160,158,0.82224834
160,160,1.0
160,202,0.45477933
160,204,0.29189983
160,206,0.16979462
160,226,0.17522673
160,227,0.16914599
160,254,0.6123444
161,3,0.7682881
161,42,0.84579027
161,59,0.8433164
161,87,0.70176005
161,116,0.525927
161,125,0.13780242
161,136,0.2565877
161,161,1.0
161,162,0.9308517
161,163,0.93265814
161,242,0.97005934
161,243,0.36104232
161,244,0.3636642
161,256,0.97134465
162,3,0.94107306
162,37,0.18574002
162,42,0.9799596
162,59,0.9789541
162,78,0.18381664
162,87,0.8979129
162,116,0.7513733
162,125,0.27211583
162,136,0.4453822
162,162,1.0
162,163,0.9999867
162,242,0.99132645
162,243,0.57628465
162,244,0.5793815
162,256,0.9906016
163,3,0.9393709
163,37,0.1839885
163,42,0.9789383
163,59,0.97790045
163,78,0.18207793
163,87,0.8957713
163,116,0.74843955
163,125,0.26985785
163,136,0.44248703
163,162,0.9999867
163,163,1.0
163,242,0.9919833
163,243,0.5731892
163,244,0.576261
163,256,0.9912906
164,16,0.5786249
164,50,0.5223663
164,164,1.0
164,237,0.40612596
165,110,0.7836364
165,130,0.6894438
165,165,1.0
165,166,0.99872917
165,167,0.10359885
165,168,0.61367095
165,181,0.328873
165,191,0.12772773
165,230,0.87808096
165,321,0.29299256
165,322,0.5116953
165,323,0.35415098
166,110,0.81067234
166,130,0.71917546
166,165,0.99872917
166,166,1.0
166,167,0.11518766
166,168,0.6441862
166,181,0.35411114
166,191,0.14130768
166,230,0.89981
166,321,0.31668144
166,322,0.54174405
166,323,0.38035896
166,324,0.10856657
167,110,0.14429009
167,130,0.10307427
167,148,0.9720722
167,150,0.55717564
167,165,0.44642273
167,166,0.41821572
167,167,1.0
167,230,0.2053529
167,265,0.8062446
167,266,0.8768542
167,267,0.86876327
167,269,0.3749239
167,270,0.3331994
167,271,0.16705029
167,272,0.10457623
168,142,0.3136693
168,168,1.0
168,181,0.88100547
168,257,0.2929746
168,310,0.11910127
168,321,0.84571373
168,322,0.98571205
168,323,0.90252405
168,324,0.5044892
169,148,0.50435084
169,150,0.13170105
169,167,0.6473239
169,169,1.0
169,229,0.89286536
169,231,0.9462563
169,232,0.99968755
169,265,0.28328052
169,266,0.35222027
169,267,0.34321755
170,2,0.12843777
170,131,0.12108121
170,170,1.0
170,171,0.9999873
170,205,0.10002849
170,254,0.23244156
171,2,0.12975411
171,131,0.12234
171,170,0.9999873
171,171,1.0
171,205,0.101114765
171,254,0.23443262
172,70,0.26275074
172,172,1.0
173,11,0.21403927
173,91,0.23607416
173,113,0.5635365
173,173,1.0
173,252,0.92622906
174,57,0.9983905
174,90,0.8127001
174,111,0.92182434
174,132,0.24863267
174,137,0.92228866
174,174,1.0
174,177,0.90468544
174,211,0.7511513
174,213,0.9309618
174,214,0.6751585
174,253,0.13487865
175,24,0.962404
175,175,1.0
175,176,0.9074366
175,212,0.75150645
176,111,0.11293164
176,176,1.0
176,177,0.123707436
176,211,0.2217957
176,212,0.9515607
176,213,0.10709971
177,57,0.9264697
177,90,0.5511072
177,111,0.99902797
177,132,0.10659657
177,137,0.69690824
177,174,0.90468544
177,177,1.0
177,211,0.9534066
177,213,0.997599
177,214,0.41078058
178,51,0.168897
178,61,0.5189737
178,76,0.25952443
178,103,0.18696767
178,178,1.0
178,179,0.8796164
178,225,0.71256775
178,249,0.40037274
179,51,0.38618544
179,61,0.815413
179,76,0.52453
179,103,0.4158242
179,122,0.14514597
179,178,0.8796164
179,179,1.0
179,223,0.23058514
